,index,time,players,viewers,event,%chg_players,%chg_viewers
231,797,2016-03-14,41681.0,7738.0,0.0,-0.09156096072533892,-0.6336174242424242
232,798,2016-03-15,39960.0,3478.0,0.0,-0.04128979631006935,-0.5505298526751099
233,799,2016-03-16,37416.0,6367.0,0.0,-0.06366366366366372,0.8306497987349051
234,800,2016-03-17,38481.0,5070.0,0.0,0.02846375881975627,-0.20370661221925557
235,801,2016-03-18,41432.0,5923.0,0.0,0.07668719627868303,0.16824457593688358
236,802,2016-03-19,41815.0,4827.0,0.0,0.009244062560339827,-0.18504136417356065
237,803,2016-03-20,44985.0,10854.0,0.0,0.07581011598708587,1.2486016159105033
238,804,2016-03-21,40957.0,9027.0,0.0,-0.08954095809714346,-0.16832504145936977
239,805,2016-03-22,40350.0,8080.0,0.0,-0.014820421417584329,-0.10490749972305302
240,806,2016-03-23,40871.0,8266.0,0.0,0.012912019826518017,0.02301980198019793
241,807,2016-03-24,39665.0,4479.0,0.0,-0.029507474737588968,-0.4581417856278732
242,808,2016-03-25,40459.0,3604.0,0.0,0.020017647800327776,-0.1953561062737218
243,809,2016-03-26,38139.0,12472.0,0.0,-0.057342000543760374,2.460599334073252
244,810,2016-03-27,39922.0,6845.0,0.0,0.046750045884789815,-0.45117062219371395
245,811,2016-03-28,39828.0,5190.0,0.0,-0.002354591453334054,-0.24178232286340395
246,812,2016-03-29,35847.0,5647.0,0.0,-0.09995480566435677,0.08805394990366078
247,813,2016-03-30,37520.0,4885.0,0.0,0.046670572153876266,-0.1349389056136001
248,814,2016-03-31,37983.0,8608.0,0.0,0.01234008528784658,0.7621289662231321
249,815,2016-04-01,39389.0,4506.0,0.0,0.037016560040017854,-0.4765334572490706
250,816,2016-04-02,42080.0,10838.0,0.0,0.06831856609713371,1.4052374611628937
251,817,2016-04-03,41323.0,7118.0,0.0,-0.017989543726235735,-0.34323675954973243
252,818,2016-04-04,37805.0,10228.0,0.0,-0.08513418677249962,0.43692048328182076
253,819,2016-04-05,34501.0,4227.0,0.0,-0.08739584711017057,-0.5867227219397732
254,820,2016-04-06,35356.0,6050.0,0.0,0.024781890379989013,0.43127513603028156
255,821,2016-04-07,36683.0,8425.0,0.0,0.0375325263038806,0.3925619834710743
256,822,2016-04-08,39613.0,4047.0,0.0,0.07987351089060324,-0.5196439169139466
257,823,2016-04-09,41975.0,7403.0,0.0,0.05962689016232048,0.8292562391895231
258,824,2016-04-10,42698.0,8958.0,0.0,0.01722453841572369,0.21004997973794404
259,825,2016-04-11,38523.0,9042.0,0.0,-0.09777975549206053,0.009377093101138545
260,826,2016-04-12,33527.0,3912.0,0.0,-0.1296887573657296,-0.5673523556735236
261,827,2016-04-13,32501.0,6627.0,0.0,-0.030602201210964353,0.6940184049079754
262,828,2016-04-14,34785.0,6125.0,0.0,0.07027476077659145,-0.07575071676475031
263,829,2016-04-15,38461.0,7461.0,0.0,0.10567773465574248,0.21812244897959188
264,830,2016-04-16,37976.0,3774.0,0.0,-0.01261017654247154,-0.4941696823482107
265,831,2016-04-17,39469.0,4734.0,0.0,0.03931430377080258,0.2543720190779015
266,832,2016-04-18,37496.0,7888.0,0.0,-0.04998859864703942,0.6662441909590198
267,833,2016-04-19,35394.0,4314.0,0.0,-0.05605931299338596,-0.45309330628803246
268,834,2016-04-20,35610.0,7020.0,0.0,0.006102729276148411,0.627260083449235
269,835,2016-04-21,50975.0,8827.0,0.0,0.4314799213704015,0.2574074074074073
270,836,2016-04-22,81192.0,3547.0,0.0,0.5927807748896519,-0.5981647218760621
271,837,2016-04-23,94823.0,6092.0,0.0,0.16788599862055364,0.7175077530307301
272,838,2016-04-24,103129.0,12040.0,0.0,0.08759478185672243,0.9763624425476034
273,839,2016-04-25,63307.0,4592.0,0.0,-0.38613774980849225,-0.6186046511627907
274,840,2016-04-26,70461.0,34764.0,0.0,0.11300488097682715,6.570557491289199
275,841,2016-04-27,57493.0,31571.0,0.0,-0.1840450745802643,-0.09184788862041193
276,842,2016-04-28,56640.0,14199.0,0.0,-0.014836588802115025,-0.5502518133730322
277,843,2016-04-29,56081.0,10272.0,0.0,-0.009869350282485922,-0.276568772448764
278,844,2016-04-30,56265.0,13629.0,0.0,0.003280968598990741,0.32681074766355134
279,845,2016-05-01,58139.0,19943.0,0.0,0.033306673775882034,0.46327683615819204
280,846,2016-05-02,48913.0,6495.0,0.0,-0.15868865993567138,-0.67432181717896
281,847,2016-05-03,43296.0,7811.0,0.0,-0.11483654652137465,0.20261739799846046
282,848,2016-05-04,46168.0,5233.0,0.0,0.06633407243163347,-0.3300473690948662
